ID_Usuario,DNI_Usuario,Edad,Género,Ubicación,Tipo_Viajero,ID_Reserva,Fecha_Reserva,Fecha_Viaje,Antelacion_Reserva,Duracion_Viaje,Numero_Personas,Tipo_Paquete,Costo_Total,Metodo_Pago,Destino,Tipo_Alojamiento,Clase_Vuelo,Actividades_Reservadas,Numero_Noches_Estancia,Promocion_Aplicada,Fuente_Reserva,Estado_Reserva,Mes_Reserva,Mes_Viaje,Estacionalidad,Cancelacion_Reserva,Calificacion_Usuario,Comentarios
U0849,46378694E,41,Other,Spain,Negocios,R00849,2024|07|22 00:00:00,2024|11|05 00:00:00,92,10,2,Solo vuelo,1533.07,Tarjeta de crédito,Paris,,Ejecutiva,,5,True,Agente de viajes,Cancelada,9,1,Temporada baja,False,3,Recomendado
U0850,98383157J,47,Other,Spain,Tusirta,R00850,2024|07|07 00:00:00,2024|07|29 00:00:00,114,1,3,Vuelo + Hotel + Tour,1805.8,Transferencia bancaria,Cancun,Hotel,Económica,Tour en bus,3,False,App móvil,Cancelada,1,3,Temporada baja,True,2,No me gustó el servicio
U0851,98040583R,22,Female,Mexico,Negocios,R00851,2024|06|17 00:00:00,2024|09|02 00:00:00,60,11,2,Solo vuelo,1379.89,Tarjeta de crédito,New York,,Primera clase,,9,False,Sitio web,Cancelada,10,1,Temporada baja,True,2,Problemas con la reserva
U0852,17171902X,23,Other,India,Tusirta,R00852,2024|02|20 00:00:00,2024|03|21 00:00:00,38,9,4,Vuelo + Hotel,1980.22,PayPal,New York,Airbnb,Económica,,2,False,Agente de viajes,Pendiente,9,3,Temporada baja,False,5,Todo bien
U0853,78186616W,24,Female,Mexico,Turista,R00853,2024|03|28 00:00:00,2024|09|06 00:00:00,229,5,4,Solo vuelo,235.37,Tarjeta de crédito,Paris,,Económica,,5,True,Agente de viajes,Pendiente,6,3,Temporada baja,True,5,Excelente viaje
U0854,24657631K,31,Male,Mexico,Negocios,R00854,2024|02|04 00:00:00,2024|12|12 00:00:00,107,8,3,Solo vuelo,1058.05,Transferencia bancaria,Cancun,,Ejecutiva,,7,False,App móvil,Cancelada,12,1,Temporada baja,True,5,
U0855,40104501E,45,Other,Australia,Turista,R00855,2024|06|18 00:00:00,2024|09|05 00:00:00,329,3,2,Solo vuelo,1946.68,Transferencia bancaria,Tokyo,,Primera clase,,5,False,Sitio web,Pendiente,7,1,Temporada alta,False,2,Todo bien
U0856,99262083V,34,Other,Spain,Tusirta,R00856,2024|02|25 00:00:00,2024|04|01 00:00:00,198,7,1,Vuelo + Hotel + Tour,1769.53,Tarjeta de crédito,Cancun,Hotel,Económica,,6,False,App móvil,Cancelada,12,2,Temporada baja,True,3,
U0857,51422195Z,30,Other,Spain,Turista,R00857,2024|11|11 00:00:00,2024|11|26 00:00:00,97,3,2,Vuelo + Hotel + Tour,1490.32,PayPal,Cancun,Airbnb,Ejecutiva,City tour,5,True,Agente de viajes,Pendiente,6,4,Temporada baja,True,1,Problemas con la reserva
U0858,73535334X,62,Female,Spain,Turista,R00858,2024|02|06 00:00:00,2024|09|06 00:00:00,99,8,1,Solo vuelo,1042.92,Transferencia bancaria,New York,,Ejecutiva,,1,True,Sitio web,Cancelada,3,12,Temporada baja,False,2,Todo bien
U0859,44656961T,60,Male,Spain,Negocios,R00859,2024|06|26 00:00:00,2024|09|04 00:00:00,80,13,1,Solo vuelo,1759.57,Tarjeta de crédito,Barcelona,,Primera clase,,5,False,Agente de viajes,Pendiente,7,7,Temporada alta,False,4,Recomendado
U0860,50707047M,54,Other,Spain,Turista,R00860,2024|03|04 00:00:00,2024|04|03 00:00:00,238,1,2,Vuelo + Hotel + Tour,524.98,PayPal,Rome,Hotel,Económica,City tour,7,True,Sitio web,Cancelada,4,12,Temporada baja,True,5,Todo bien
U0861,30831854D,58,Male,India,Turista,R00861,2024|08|06 00:00:00,2024|08|15 00:00:00,15,8,2,Solo vuelo,1345.32,PayPal,Rome,,Económica,,2,True,Agente de viajes,Cancelada,1,9,Temporada alta,True,1,Problemas con la reserva
U0862,66698876A,57,Male,India,Turista,R00862,2024|02|05 00:00:00,2024|09|16 00:00:00,247,6,4,Vuelo + Hotel + Tour,732.72,PayPal,Barcelona,Resort,Ejecutiva,Excursión en bote,5,False,App móvil,Cancelada,1,8,Temporada baja,True,3,Recomendado
U0863,65832673A,60,Female,Spain,Turista,R00863,2024|02|29 00:00:00,2024|08|15 00:00:00,311,1,1,Solo vuelo,1482.6,Transferencia bancaria,New York,,Ejecutiva,,1,True,Sitio web,Pendiente,10,7,Temporada alta,True,4,Excelente viaje
U0864,23168945X,54,Other,India,Turista,R00864,2024|06|05 00:00:00,2024|12|22 00:00:00,346,12,1,Vuelo + Hotel + Tour,756.57,Tarjeta de crédito,Tokyo,Airbnb,Ejecutiva,Tour en bus,3,True,Sitio web,Cancelada,12,5,Temporada alta,True,5,Recomendado
U0865,57714001D,59,Male,UK,Turista,R00865,2024|02|20 00:00:00,2024|10|04 00:00:00,363,7,4,Vuelo + Hotel + Tour,1740.05,PayPal,Cancun,Resort,Ejecutiva,Tour en bus,2,True,Sitio web,Confirmada,1,2,Temporada baja,True,3,Excelente viaje
U0866,95002224B,31,Female,Spain,Turista,R00866,2024|02|04 00:00:00,2024|06|15 00:00:00,339,3,2,Solo vuelo,940.74,PayPal,Paris,,Económica,,6,True,Sitio web,Cancelada,12,2,Temporada alta,True,2,No me gustó el servicio
U0867,20370641R,24,Female,Australia,Tusirta,R00867,2024|02|13 00:00:00,2024|06|09 00:00:00,355,9,3,Vuelo + Hotel + Tour,1723.83,Transferencia bancaria,Paris,Hotel,Económica,,3,True,Sitio web,Confirmada,10,4,Temporada alta,True,2,Todo bien
U0868,80509838V,29,Other,UK,Negocios,R00868,2024|09|04 00:00:00,2024|10|22 00:00:00,321,8,2,Vuelo + Hotel + Tour,611.03,Tarjeta de crédito,Barcelona,Hotel,Primera clase,City tour,8,True,App móvil,Cancelada,3,5,Temporada alta,True,2,No me gustó el servicio
U0869,26909468C,48,Male,India,Negocios,R00869,2024|02|06 00:00:00,2024|10|03 00:00:00,362,10,1,Vuelo + Hotel + Tour,1106.6,Transferencia bancaria,Cancun,Hotel,Primera clase,Tour en bus,6,False,App móvil,Cancelada,8,5,Temporada baja,False,3,Problemas con la reserva
U0870,88841967M,34,Female,Spain,Turista,R00870,2024|06|04 00:00:00,2024|10|22 00:00:00,223,4,4,Vuelo + Hotel,325.0,Transferencia bancaria,Barcelona,Hotel,Económica,,6,False,Agente de viajes,Pendiente,5,2,Temporada alta,True,4,Recomendado
U0871,39779675W,55,Female,USA,Turista,R00871,2024|04|19 00:00:00,2024|08|02 00:00:00,174,7,1,Vuelo + Hotel + Tour,1412.25,Transferencia bancaria,London,Hotel,Económica,Tour en bus,5,True,Sitio web,Cancelada,12,8,Temporada baja,True,4,Recomendado
U0872,57072121J,60,Female,UK,Tusirta,R00872,2024|08|23 00:00:00,2024|12|14 00:00:00,364,11,1,Vuelo + Hotel + Tour,215.96,Tarjeta de crédito,London,Resort,Económica,City tour,7,False,App móvil,Confirmada,11,8,Temporada alta,True,1,No me gustó el servicio
U0873,90345304Q,21,Other,USA,Turista,R00873,2024|03|09 00:00:00,2024|10|01 00:00:00,318,4,1,Solo vuelo,173.7,Transferencia bancaria,Cancun,,Económica,,7,True,Agente de viajes,Cancelada,3,8,Temporada alta,True,3,No me gustó el servicio
U0874,35690547K,63,Other,India,Negocios,R00874,2024|08|20 00:00:00,2024|09|01 00:00:00,125,4,2,Vuelo + Hotel,1090.25,Transferencia bancaria,Paris,Hotel,Primera clase,,6,False,Sitio web,Pendiente,6,2,Temporada alta,False,4,Todo bien
U0875,27724434G,36,Male,India,Negocios,R00875,2024|01|03 00:00:00,2024|06|18 00:00:00,282,1,2,Solo vuelo,763.15,PayPal,Cancun,,Económica,,5,True,Sitio web,Confirmada,3,4,Temporada alta,True,2,No me gustó el servicio
U0876,15269437J,57,Other,Mexico,Turista,R00876,2024|05|29 00:00:00,2024|06|29 00:00:00,151,7,4,Vuelo + Hotel + Tour,1775.06,Tarjeta de crédito,Tokyo,Resort,Ejecutiva,Excursión en bote,1,False,Agente de viajes,Pendiente,12,3,Temporada baja,False,2,No me gustó el servicio
U0877,11997291P,49,Female,USA,Turista,R00877,2024|02|11 00:00:00,2024|04|29 00:00:00,198,13,2,Vuelo + Hotel + Tour,1777.6,Transferencia bancaria,Rome,Resort,Ejecutiva,Tour en bus,2,False,Agente de viajes,Cancelada,12,7,Temporada baja,False,1,Problemas con la reserva
U0878,63335688J,25,Male,Mexico,Negocios,R00878,2024|07|18 00:00:00,2024|08|23 00:00:00,140,4,1,Vuelo + Hotel,546.46,Tarjeta de crédito,London,Resort,Primera clase,,6,False,App móvil,Confirmada,9,12,Temporada baja,False,2,No me gustó el servicio
U0879,39254023S,40,Other,Australia,Turista,R00879,2024|12|22 00:00:00,2024|12|27 00:00:00,265,8,2,Vuelo + Hotel + Tour,1294.4,Tarjeta de crédito,Paris,Hotel,Ejecutiva,Tour en bus,9,True,App móvil,Pendiente,12,7,Temporada alta,True,2,No me gustó el servicio
U0880,37455235B,25,Other,India,Tusirta,R00880,2024|04|10 00:00:00,2024|06|11 00:00:00,189,7,4,Solo vuelo,199.92,Transferencia bancaria,Cancun,,Ejecutiva,,1,False,Sitio web,Cancelada,2,11,Temporada baja,True,2,No me gustó el servicio
U0881,61347937Z,47,Other,Spain,Negocios,R00881,2024|02|06 00:00:00,2024|12|04 00:00:00,302,8,1,Solo vuelo,1307.94,Transferencia bancaria,Barcelona,,Ejecutiva,,2,False,Agente de viajes,Cancelada,8,4,Temporada alta,True,1,No me gustó el servicio
U0882,94025778F,32,Male,Australia,Negocios,R00882,2024|02|16 00:00:00,2024|10|22 00:00:00,104,3,4,Vuelo + Hotel,205.28,PayPal,Cancun,Hotel,Primera clase,,6,False,App móvil,Pendiente,3,5,Temporada alta,True,5,Excelente viaje
U0883,14016345F,28,Female,Australia,Turista,R00883,2024|09|05 00:00:00,2024|10|25 00:00:00,310,1,1,Vuelo + Hotel,799.73,PayPal,Rome,Hotel,Económica,,6,False,Agente de viajes,Cancelada,10,4,Temporada baja,True,4,Problemas con la reserva
U0884,48001196N,27,Other,Australia,Turista,R00884,2024|03|24 00:00:00,2024|05|20 00:00:00,192,10,4,Vuelo + Hotel + Tour,873.43,Tarjeta de crédito,Tokyo,Airbnb,Ejecutiva,City tour,8,True,Sitio web,Cancelada,7,1,Temporada baja,False,3,Problemas con la reserva
U0885,37080591Z,30,Male,Australia,Turista,R00885,2024|03|22 00:00:00,2024|07|12 00:00:00,306,5,4,Vuelo + Hotel,1029.86,PayPal,Paris,Hotel,Ejecutiva,,5,False,App móvil,Cancelada,3,10,Temporada baja,True,5,Todo bien
U0886,44258649W,63,Other,UK,Negocios,R00886,2024|07|21 00:00:00,2024|10|12 00:00:00,192,3,4,Vuelo + Hotel + Tour,473.79,Transferencia bancaria,Rome,Hotel,Primera clase,Tour en bus,5,False,Sitio web,Pendiente,2,2,Temporada baja,False,3,Recomendado
U0887,33144274D,63,Female,Australia,Turista,R00887,2024|01|13 00:00:00,2024|05|17 00:00:00,245,5,4,Vuelo + Hotel,788.42,Tarjeta de crédito,Barcelona,Airbnb,Económica,,3,True,App móvil,Cancelada,3,8,Temporada alta,True,5,
U0888,98616275A,41,Other,Australia,Negocios,R00888,2024|02|08 00:00:00,2024|12|14 00:00:00,90,1,2,Vuelo + Hotel,1728.25,Transferencia bancaria,Paris,Resort,Económica,,5,True,App móvil,Confirmada,3,7,Temporada baja,False,3,Problemas con la reserva
U0889,79109797D,42,Female,Mexico,Negocios,R00889,2024|02|16 00:00:00,2024|04|16 00:00:00,119,1,1,Vuelo + Hotel,1642.37,PayPal,Paris,Airbnb,Económica,,2,False,Sitio web,Cancelada,10,10,Temporada alta,True,1,No me gustó el servicio
U0890,71722354M,46,Male,Australia,Tusirta,R00890,2024|08|15 00:00:00,2024|09|07 00:00:00,257,2,1,Vuelo + Hotel + Tour,1084.78,Tarjeta de crédito,New York,Hotel,Ejecutiva,Excursión en bote,3,False,Agente de viajes,Cancelada,9,4,Temporada baja,True,4,
U0891,87479675A,20,Male,India,Tusirta,R00891,2024|08|04 00:00:00,2024|09|09 00:00:00,253,4,2,Vuelo + Hotel,1491.77,Tarjeta de crédito,Barcelona,Resort,Económica,,4,True,App móvil,Confirmada,6,6,Temporada alta,False,4,Recomendado
U0892,67074369K,58,Female,UK,Turista,R00892,2024|08|02 00:00:00,2024|12|11 00:00:00,6,13,4,Solo vuelo,225.46,Transferencia bancaria,Paris,,Económica,,4,True,Agente de viajes,Cancelada,1,8,Temporada alta,True,1,Problemas con la reserva
U0893,26196806J,41,Male,Germany,Tusirta,R00893,2024|05|26 00:00:00,2024|08|25 00:00:00,265,11,1,Solo vuelo,1648.69,Tarjeta de crédito,Rome,,Económica,,3,True,App móvil,Pendiente,10,7,Temporada baja,False,5,Recomendado
U0894,31822233P,48,Female,Mexico,Turista,R00894,2024|04|23 00:00:00,2024|07|06 00:00:00,277,14,4,Vuelo + Hotel + Tour,453.86,Transferencia bancaria,Tokyo,Resort,Ejecutiva,City tour,3,True,App móvil,Confirmada,2,12,Temporada baja,False,4,Recomendado
U0895,86905467J,34,Female,UK,Turista,R00895,2024|07|26 00:00:00,2024|11|28 00:00:00,265,9,4,Solo vuelo,733.16,PayPal,Rome,,Económica,,9,False,App móvil,Pendiente,8,5,Temporada alta,True,3,Recomendado
U0896,55818651C,59,Male,Australia,Tusirta,R00896,2024|08|21 00:00:00,2024|11|07 00:00:00,149,13,1,Solo vuelo,1929.89,PayPal,Rome,,Primera clase,,8,True,App móvil,Cancelada,10,4,Temporada alta,True,1,Problemas con la reserva
U0897,40824865A,59,Other,Mexico,Negocios,R00897,2024|09|26 00:00:00,2024|10|28 00:00:00,7,11,4,Solo vuelo,1619.73,PayPal,Barcelona,,Ejecutiva,,6,False,Sitio web,Pendiente,6,1,Temporada baja,False,1,No me gustó el servicio
U0898,94125996Z,19,Male,USA,Turista,R00898,2024|01|05 00:00:00,2024|10|15 00:00:00,14,3,1,Vuelo + Hotel + Tour,982.7,PayPal,Paris,Resort,Económica,Tour en bus,6,False,Agente de viajes,Confirmada,1,4,Temporada baja,False,3,Excelente viaje
U0899,71758691W,58,Other,India,Tusirta,R00899,2024|01|31 00:00:00,2024|03|24 00:00:00,276,14,2,Vuelo + Hotel + Tour,360.72,Tarjeta de crédito,New York,Airbnb,Ejecutiva,,9,True,App móvil,Pendiente,2,6,Temporada alta,False,1,No me gustó el servicio
U0900,46000159K,23,Other,USA,Turista,R00900,2024|03|01 00:00:00,2024|03|05 00:00:00,270,6,4,Solo vuelo,639.14,Tarjeta de crédito,Rome,,Primera clase,,1,False,App móvil,Cancelada,5,4,Temporada alta,True,5,Todo bien
U0901,71173491Z,55,Female,Mexico,Tusirta,R00901,2024|10|12 00:00:00,2024|12|06 00:00:00,164,14,3,Vuelo + Hotel,1876.64,Tarjeta de crédito,Tokyo,Airbnb,Económica,,9,True,App móvil,Pendiente,9,3,Temporada baja,False,3,No me gustó el servicio
U0902,49859623Q,37,Male,UK,Turista,R00902,2024|01|26 00:00:00,2024|04|28 00:00:00,43,9,3,Vuelo + Hotel + Tour,902.79,PayPal,Rome,Hotel,Económica,,7,False,Agente de viajes,Confirmada,12,8,Temporada alta,False,1,Problemas con la reserva
U0903,52802425Z,36,Male,Spain,Negocios,R00903,2024|03|11 00:00:00,2024|05|05 00:00:00,61,8,1,Vuelo + Hotel + Tour,208.16,PayPal,Cancun,Airbnb,Primera clase,City tour,3,False,Agente de viajes,Cancelada,7,2,Temporada baja,False,4,Recomendado
U0904,37882621B,43,Female,USA,Turista,R00904,2024|02|29 00:00:00,2024|04|03 00:00:00,28,10,4,Vuelo + Hotel,1210.01,Transferencia bancaria,Rome,Airbnb,Ejecutiva,,1,True,App móvil,Pendiente,9,2,Temporada alta,False,4,Todo bien
U0905,88273648Q,64,Female,USA,Turista,R00905,2024|01|19 00:00:00,2024|08|13 00:00:00,67,3,4,Vuelo + Hotel + Tour,1395.9,Transferencia bancaria,Cancun,Resort,Ejecutiva,Tour en bus,3,True,Agente de viajes,Cancelada,12,10,Temporada alta,False,3,Recomendado
U0906,12104917V,60,Male,Australia,Negocios,R00906,2024|02|12 00:00:00,2024|10|28 00:00:00,64,12,4,Vuelo + Hotel + Tour,1092.44,Tarjeta de crédito,Paris,Hotel,Primera clase,Tour en bus,3,False,App móvil,Pendiente,3,11,Temporada alta,False,5,Recomendado
U0907,51827159V,22,Other,Mexico,Negocios,R00907,2024|03|28 00:00:00,2024|11|04 00:00:00,349,4,4,Vuelo + Hotel + Tour,1133.5,PayPal,Cancun,Resort,Primera clase,City tour,9,True,App móvil,Cancelada,1,1,Temporada alta,False,2,Problemas con la reserva
U0908,95184735V,59,Female,Germany,Turista,R00908,2024|03|30 00:00:00,2024|08|18 00:00:00,44,7,2,Vuelo + Hotel,727.38,PayPal,Cancun,Airbnb,Primera clase,,6,True,Agente de viajes,Cancelada,6,4,Temporada baja,False,3,Problemas con la reserva
U0909,39585821S,44,Female,USA,Tusirta,R00909,2024|02|13 00:00:00,2024|10|04 00:00:00,111,1,3,Vuelo + Hotel,1752.79,Transferencia bancaria,Rome,Hotel,Primera clase,,8,True,App móvil,Cancelada,3,4,Temporada alta,True,2,No me gustó el servicio
U0910,11071043Q,39,Other,India,Tusirta,R00910,2024|01|18 00:00:00,2024|10|04 00:00:00,41,5,1,Vuelo + Hotel,1476.6,Transferencia bancaria,Barcelona,Airbnb,Ejecutiva,,9,False,Agente de viajes,Pendiente,3,11,Temporada alta,False,5,Excelente viaje
U0911,62682136Y,53,Other,UK,Turista,R00911,2024|03|30 00:00:00,2024|04|18 00:00:00,120,1,3,Solo vuelo,797.68,Tarjeta de crédito,Tokyo,,Económica,,3,False,App móvil,Pendiente,5,5,Temporada alta,True,3,Excelente viaje
U0912,12618307R,48,Female,Mexico,Tusirta,R00912,2024|08|21 00:00:00,2024|09|03 00:00:00,133,10,3,Vuelo + Hotel,624.6,Transferencia bancaria,New York,Resort,Económica,,2,False,App móvil,Pendiente,10,8,Temporada baja,False,4,Todo bien
U0913,66308906K,48,Other,India,Negocios,R00913,2024|04|13 00:00:00,2024|10|17 00:00:00,141,12,1,Vuelo + Hotel,477.13,PayPal,London,Airbnb,Ejecutiva,,2,False,App móvil,Cancelada,11,5,Temporada alta,False,2,
U0914,85087867B,53,Female,India,Turista,R00914,2024|02|14 00:00:00,2024|02|26 00:00:00,5,5,1,Vuelo + Hotel,604.78,PayPal,New York,Resort,Económica,,9,False,Agente de viajes,Cancelada,5,10,Temporada alta,True,1,No me gustó el servicio
U0915,11811840Y,63,Other,UK,Turista,R00915,2024|02|25 00:00:00,2024|09|01 00:00:00,311,8,2,Solo vuelo,493.33,PayPal,Rome,,Económica,,2,False,Agente de viajes,Pendiente,8,12,Temporada baja,False,2,Problemas con la reserva
U0916,77308239H,46,Female,Australia,Turista,R00916,2024|05|27 00:00:00,2024|12|03 00:00:00,339,13,4,Solo vuelo,660.7,PayPal,Barcelona,,Primera clase,,1,False,Sitio web,Cancelada,9,8,Temporada baja,True,2,
U0917,30568430G,22,Female,Germany,Turista,R00917,2024|08|09 00:00:00,2024|08|30 00:00:00,169,6,1,Solo vuelo,1302.58,PayPal,Cancun,,Económica,,7,True,App móvil,Confirmada,2,4,Temporada alta,False,5,Excelente viaje
U0918,27356170Q,31,Other,Mexico,Tusirta,R00918,2024|03|15 00:00:00,2024|11|20 00:00:00,108,4,1,Solo vuelo,1479.15,PayPal,Tokyo,,Económica,,2,False,Sitio web,Cancelada,6,7,Temporada baja,True,1,No me gustó el servicio
U0919,66228249W,61,Female,USA,Turista,R00919,2024|01|23 00:00:00,2024|09|21 00:00:00,38,11,1,Vuelo + Hotel,1874.31,Tarjeta de crédito,Cancun,Resort,Económica,,7,False,Sitio web,Pendiente,6,12,Temporada alta,True,1,Problemas con la reserva
U0920,87788952E,52,Male,USA,Turista,R00920,2024|05|25 00:00:00,2024|07|11 00:00:00,15,1,1,Solo vuelo,665.62,PayPal,New York,,Económica,,9,True,Sitio web,Pendiente,10,4,Temporada alta,False,4,Recomendado
U0921,70102914H,56,Female,Germany,Negocios,R00921,2024|08|25 00:00:00,2024|10|12 00:00:00,221,7,4,Vuelo + Hotel + Tour,947.73,PayPal,New York,Resort,Económica,Tour en bus,9,True,Sitio web,Cancelada,9,12,Temporada alta,True,5,Recomendado
U0922,92845231G,51,Female,USA,Turista,R00922,2024|03|06 00:00:00,2024|08|27 00:00:00,246,14,3,Solo vuelo,965.97,Transferencia bancaria,New York,,Económica,,2,True,App móvil,Cancelada,10,4,Temporada baja,True,2,No me gustó el servicio
U0923,11461650Z,18,Other,India,Turista,R00923,2024|03|14 00:00:00,2024|06|13 00:00:00,23,14,2,Vuelo + Hotel + Tour,746.18,Tarjeta de crédito,Cancun,Resort,Ejecutiva,City tour,4,True,Agente de viajes,Confirmada,1,4,Temporada alta,True,3,Recomendado
U0924,29881714E,46,Female,USA,Turista,R00924,2024|02|20 00:00:00,2024|07|05 00:00:00,301,2,3,Vuelo + Hotel,1682.3,PayPal,Cancun,Resort,Económica,,4,False,Agente de viajes,Cancelada,6,1,Temporada alta,True,3,Problemas con la reserva
U0925,88440117B,50,Other,USA,Turista,R00925,2024|02|12 00:00:00,2024|03|18 00:00:00,165,12,3,Solo vuelo,100.39,PayPal,Cancun,,Primera clase,,6,True,Sitio web,Cancelada,5,9,Temporada baja,True,5,
U0926,21233753S,38,Other,Spain,Tusirta,R00926,2024|12|08 00:00:00,2024|12|20 00:00:00,348,6,3,Vuelo + Hotel + Tour,564.03,Transferencia bancaria,New York,Resort,Ejecutiva,Excursión en bote,7,True,Agente de viajes,Confirmada,9,9,Temporada baja,False,4,Recomendado
U0927,90733612S,38,Female,Spain,Turista,R00927,2024|06|11 00:00:00,2024|11|24 00:00:00,97,10,1,Solo vuelo,1593.16,PayPal,Barcelona,,Económica,,5,False,App móvil,Confirmada,7,12,Temporada alta,True,5,Excelente viaje
U0928,85082588E,39,Other,USA,Turista,R00928,2024|02|04 00:00:00,2024|10|24 00:00:00,170,5,3,Vuelo + Hotel + Tour,191.9,Tarjeta de crédito,Cancun,Airbnb,Primera clase,Tour en bus,8,False,App móvil,Pendiente,8,4,Temporada baja,False,2,Todo bien
U0929,56304397Y,26,Female,Spain,Tusirta,R00929,2024|02|10 00:00:00,2024|09|22 00:00:00,247,11,1,Solo vuelo,1024.28,Tarjeta de crédito,Tokyo,,Primera clase,,9,False,App móvil,Pendiente,8,4,Temporada alta,False,4,Recomendado
U0930,44876733F,19,Other,Australia,Turista,R00930,2024|06|16 00:00:00,2024|11|10 00:00:00,252,9,1,Solo vuelo,281.63,Transferencia bancaria,New York,,Económica,,1,False,Sitio web,Pendiente,9,5,Temporada alta,False,1,Problemas con la reserva
U0931,31870448S,65,Other,Mexico,Negocios,R00931,2024|02|03 00:00:00,2024|08|06 00:00:00,73,2,1,Vuelo + Hotel,204.94,Tarjeta de crédito,London,Airbnb,Ejecutiva,,2,True,Agente de viajes,Cancelada,4,6,Temporada baja,True,1,Problemas con la reserva
U0932,76894883H,54,Female,India,Turista,R00932,2024|02|28 00:00:00,2024|11|20 00:00:00,183,1,2,Solo vuelo,1007.54,Transferencia bancaria,Tokyo,,Económica,,1,False,Sitio web,Pendiente,9,4,Temporada baja,False,4,Todo bien
U0933,30510154X,48,Female,USA,Tusirta,R00933,2024|02|23 00:00:00,2024|05|19 00:00:00,184,5,4,Solo vuelo,967.75,Transferencia bancaria,London,,Económica,,7,True,App móvil,Cancelada,11,6,Temporada baja,True,4,Todo bien
U0934,41528189X,56,Male,India,Turista,R00934,2024|04|25 00:00:00,2024|09|22 00:00:00,110,4,3,Vuelo + Hotel + Tour,1681.88,Transferencia bancaria,New York,Hotel,Económica,City tour,8,False,Sitio web,Confirmada,1,2,Temporada alta,True,4,Recomendado
U0935,38437133Q,60,Male,Germany,Turista,R00935,2024|02|08 00:00:00,2024|10|23 00:00:00,221,6,2,Vuelo + Hotel,1354.16,Transferencia bancaria,Barcelona,Resort,Primera clase,,4,True,Sitio web,Confirmada,11,3,Temporada baja,True,4,Recomendado
U0936,36664366C,42,Male,UK,Negocios,R00936,2024|08|19 00:00:00,2024|11|07 00:00:00,194,14,4,Vuelo + Hotel + Tour,1628.9,Tarjeta de crédito,London,Resort,Primera clase,Excursión en bote,1,False,App móvil,Pendiente,5,2,Temporada alta,False,1,Problemas con la reserva
U0937,49741080S,60,Male,Spain,Negocios,R00937,2024|07|14 00:00:00,2024|12|24 00:00:00,179,13,4,Vuelo + Hotel,702.6,Tarjeta de crédito,Barcelona,Resort,Primera clase,,4,True,Sitio web,Cancelada,11,5,Temporada baja,True,3,No me gustó el servicio
U0938,31258190V,43,Male,Mexico,Turista,R00938,2024|08|12 00:00:00,2024|08|30 00:00:00,267,4,1,Solo vuelo,795.57,Tarjeta de crédito,Rome,,Primera clase,,8,False,App móvil,Confirmada,9,1,Temporada baja,True,4,Recomendado
U0939,97597954F,52,Female,Mexico,Turista,R00939,2024|07|26 00:00:00,2024|12|01 00:00:00,304,12,2,Vuelo + Hotel + Tour,602.7,PayPal,Paris,Airbnb,Ejecutiva,,8,True,App móvil,Cancelada,8,10,Temporada baja,False,3,Recomendado
U0940,56116508G,61,Female,UK,Turista,R00940,2024|02|04 00:00:00,2024|05|26 00:00:00,196,8,1,Vuelo + Hotel,1802.96,PayPal,Barcelona,Resort,Ejecutiva,,5,False,Sitio web,Pendiente,8,5,Temporada baja,False,2,Todo bien
U0941,40880667F,35,Male,Mexico,Negocios,R00941,2024|05|08 00:00:00,2024|06|05 00:00:00,79,3,3,Solo vuelo,1711.93,PayPal,London,,Económica,,9,True,Agente de viajes,Cancelada,6,1,Temporada baja,True,1,
U0942,36592793T,53,Male,UK,Negocios,R00942,2024|10|12 00:00:00,2024|12|13 00:00:00,53,4,4,Vuelo + Hotel + Tour,1368.12,PayPal,Cancun,Hotel,Económica,City tour,1,False,Agente de viajes,Confirmada,12,4,Temporada baja,False,2,Todo bien
U0943,55844747B,55,Other,UK,Negocios,R00943,2024|03|22 00:00:00,2024|08|24 00:00:00,120,10,2,Vuelo + Hotel,1659.32,Tarjeta de crédito,Tokyo,Airbnb,Primera clase,,8,False,Agente de viajes,Pendiente,7,11,Temporada alta,False,3,Todo bien
U0944,83000925C,42,Female,Australia,Negocios,R00944,2024|01|18 00:00:00,2024|05|14 00:00:00,160,13,1,Vuelo + Hotel + Tour,1344.53,Transferencia bancaria,Cancun,Airbnb,Ejecutiva,,7,True,Agente de viajes,Pendiente,10,6,Temporada baja,False,5,Todo bien
U0945,43176461X,46,Female,UK,Turista,R00945,2024|10|14 00:00:00,2024|11|09 00:00:00,314,14,4,Vuelo + Hotel,638.91,Tarjeta de crédito,Paris,Hotel,Económica,,4,True,App móvil,Cancelada,8,1,Temporada baja,True,1,Problemas con la reserva
U0946,55184607V,39,Male,Australia,Tusirta,R00946,2024|02|17 00:00:00,2024|10|05 00:00:00,120,14,2,Solo vuelo,327.71,Tarjeta de crédito,New York,,Primera clase,,8,False,Sitio web,Cancelada,4,1,Temporada baja,True,3,Recomendado
U0947,90586997W,59,Female,India,Turista,R00947,2024|03|15 00:00:00,2024|12|07 00:00:00,111,5,3,Vuelo + Hotel + Tour,1804.14,Transferencia bancaria,Tokyo,Hotel,Económica,Tour en bus,6,True,Sitio web,Pendiente,10,5,Temporada baja,False,1,Problemas con la reserva
